@RELATION segment

             @ATTRIBUTE numb_lines integer

             @ATTRIBUTE length integer 

             @ATTRIBUTE dist_BOS integer 

             @ATTRIBUTE init_spaces integer 

             @ATTRIBUTE init_tabs integer 

             @ATTRIBUTE prop_start_numeric real 

             @ATTRIBUTE prop_start_alpha real 

             @ATTRIBUTE proportion_strange real 

             @ATTRIBUTE first_ends_colon {TRUE, FALSE} 

             @ATTRIBUTE num_quoted integer 

             @ATTRIBUTE numbered real 

             @ATTRIBUTE email {TRUE, FALSE} 

             @ATTRIBUTE dashes real 

             @ATTRIBUTE prop_spaces real 

             @ATTRIBUTE hanging integer 

             @ATTRIBUTE prop_cap real 

             @ATTRIBUTE allcaps integer 

             @ATTRIBUTE US_city {TRUE, FALSE} 

             @ATTRIBUTE prop_punctuation real 

             @ATTRIBUTE class {NNHEAD, QUOTED, SIG, TABLE, GRAPHIC, HEADL, ADDRESS, ITEM, PTEXT}

             @DATA
2,124,14,3,1,0,0,0.274193548387097,FALSE,0,1,FALSE,0,0.0241935483870968,1,0.5,0,FALSE,0.0241935483870968,PTEXT
15,720,15,8,0,0.933333333333333,0,0.515277777777778,FALSE,0,1,FALSE,0,0.0111111111111111,0,0,14,FALSE,0.0583333333333333,TABLE
12,388,12,0,0,0,1,0.216494845360825,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.110824742268041,NNHEAD
4,233,4,9,1,0,0,0.321888412017167,FALSE,0,1,FALSE,0,0.0386266094420601,1,0.25,0,FALSE,0.0214592274678112,PTEXT
1,9,5,0,2,0,0,0.222222222222222,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0,PTEXT
2,122,2,7,0,0,0.5,0.565573770491803,FALSE,0,1,FALSE,0,0.0573770491803279,0,0.5,0,FALSE,0.0327868852459016,TABLE
15,915,17,0,0,1,0,0.527868852459016,FALSE,0,1,FALSE,0,0,0,0,14,FALSE,0.0644808743169399,TABLE
12,401,12,0,0,0,1,0.219451371571072,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.107231920199501,NNHEAD
2,91,2,3,1,0,0,0.263736263736264,FALSE,0,1,FALSE,0,0.032967032967033,1,0.5,0,FALSE,0.021978021978022,PTEXT
2,161,4,0,0,0,1,0.546583850931677,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.031055900621118,TABLE
15,1171,19,0,0,1,0,0.548249359521776,FALSE,0,1,FALSE,0,0,0,0,14,FALSE,0.0649017933390265,TABLE
13,536,13,0,0,0,1,0.23134328358209,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.126865671641791,NNHEAD
1,42,14,0,0,0,1,0.30952380952381,TRUE,0,1,TRUE,0,0,0,1,0,FALSE,0.142857142857143,QUOTED
7,440,21,0,0,0,0,0.311363636363636,FALSE,7,0,FALSE,0,0,0,0,0,FALSE,0.0522727272727273,QUOTED
2,84,23,0,0,0,1,0.369047619047619,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.154761904761905,PTEXT
2,132,25,0,0,0,1,0.295454545454545,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0378787878787879,PTEXT
1,69,26,0,0,0,0,0.289855072463768,FALSE,1,0,FALSE,0,0,0,0,0,FALSE,0.0579710144927536,QUOTED
1,65,27,0,0,0,1,0.246153846153846,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0307692307692308,PTEXT
8,532,35,0,0,0,0,0.291353383458647,FALSE,8,0,FALSE,0,0,0,0,0,FALSE,0.0639097744360902,QUOTED
1,71,36,0,0,0,1,0.23943661971831,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0422535211267606,PTEXT
2,83,38,0,0,0,0,0.27710843373494,FALSE,2,0,FALSE,0,0,0,0,0,FALSE,0.036144578313253,QUOTED
3,178,41,0,0,0,1,0.247191011235955,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0449438202247191,PTEXT
4,149,45,27,0,0,0,0.825503355704698,FALSE,0,0,TRUE,0.25,0.181208053691275,1,0,1,FALSE,0.577181208053691,SIG
13,886,13,0,0,0,1,0.249435665914221,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.156884875846501,NNHEAD
3,147,16,0,0,0,0.666666666666667,0.258503401360544,TRUE,1,0.666666666666667,TRUE,0,0,0,0.666666666666667,0,FALSE,0.102040816326531,QUOTED
2,126,18,0,0,0,1,0.293650793650794,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0634920634920635,PTEXT
1,29,19,0,0,0,0,0.448275862068966,FALSE,1,0,FALSE,0,0,0,0,0,FALSE,0.0689655172413793,QUOTED
10,693,29,0,0,0,1,0.252525252525253,FALSE,0,1,FALSE,0,0,0,0.3,0,FALSE,0.0404040404040404,PTEXT
2,101,31,0,0,0,0,0.277227722772277,FALSE,2,0,FALSE,0,0,0,0,0,FALSE,0.0891089108910891,QUOTED
3,204,34,0,0,0,1,0.25,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0343137254901961,PTEXT
4,249,38,0,0,0.25,0.75,0.261044176706827,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0441767068273092,PTEXT
2,122,40,0,0,0,0,0.278688524590164,FALSE,2,0,FALSE,0,0,0,0,0,FALSE,0.0573770491803279,QUOTED
5,311,45,0,0,0,1,0.276527331189711,TRUE,0,1,FALSE,0,0,0,0.2,0,FALSE,0.0418006430868167,PTEXT
6,181,51,24,0,0.833333333333333,0,0.419889502762431,FALSE,0,0.833333333333333,FALSE,0,0.132596685082873,0,0,0,FALSE,0.116022099447514,TABLE
2,136,53,0,0,0,1,0.294117647058824,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0220588235294118,PTEXT
5,200,58,1,2,0.2,0.2,0.25,FALSE,0,0.6,TRUE,0.2,0.005,2,0.4,1,FALSE,0.1,SIG
13,601,13,0,0,0,1,0.234608985024958,FALSE,0,1,TRUE,0,0,0,1,0,TRUE,0.133111480865225,NNHEAD
2,118,15,0,0,0,1,0.228813559322034,TRUE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0169491525423729,PTEXT
4,270,19,0,0,0,1,0.262962962962963,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0259259259259259,PTEXT
1,64,1,0,0,0,1,0.25,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.015625,PTEXT
30,1290,31,0,0,1,0,0.631782945736434,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0728682170542636,TABLE
13,934,13,0,0,0,1,0.23661670235546,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.15203426124197,NNHEAD
1,62,14,0,0,0,1,0.258064516129032,TRUE,0,1,TRUE,0,0,0,1,0,FALSE,0.161290322580645,QUOTED
4,220,18,0,0,0,0,0.290909090909091,FALSE,4,0,FALSE,0,0,0,0,0,FALSE,0.05,QUOTED
5,335,23,0,0,0,0.8,0.271641791044776,FALSE,0,0.8,FALSE,0,0,0,0.2,0,FALSE,0.0388059701492537,PTEXT
4,257,27,0,0,0,1,0.276264591439689,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0389105058365759,PTEXT
3,184,30,0,0,0,1,0.282608695652174,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0380434782608696,PTEXT
7,461,37,0,0,0,1,0.273318872017354,FALSE,0,1,FALSE,0,0,0,0.142857142857143,0,FALSE,0.0216919739696312,PTEXT
3,178,40,0,0,0,1,0.202247191011236,FALSE,0,1,FALSE,0,0,0,0.666666666666667,0,FALSE,0.0337078651685393,PTEXT
1,3,41,0,0,0,1,0,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0,SIG
13,649,13,0,0,0,1,0.2326656394453,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.134052388289676,NNHEAD
6,389,19,0,0,0,1,0.262210796915167,FALSE,0,1,FALSE,0,0,0,0.166666666666667,0,FALSE,0.025706940874036,PTEXT
4,269,23,9,0,0.25,0,0.29368029739777,FALSE,0,1,FALSE,0,0.033457249070632,1,0,0,FALSE,0.0260223048327138,ITEM
4,289,27,9,0,0.5,0,0.307958477508651,FALSE,0,1,FALSE,0,0.0311418685121107,1,0,0,FALSE,0.0449826989619377,ITEM
4,245,31,9,0,0.25,0,0.26530612244898,FALSE,0,1,FALSE,0,0.036734693877551,1,0,0,FALSE,0.0408163265306122,ITEM
5,338,36,0,0,0,1,0.275147928994083,FALSE,0,1,FALSE,0,0,0,0.6,0,FALSE,0.0680473372781065,ITEM
1,58,37,0,0,0,1,0.327586206896552,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.120689655172414,PTEXT
2,45,39,0,0,0,1,0.222222222222222,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0222222222222222,PTEXT
13,885,13,0,0,0,1,0.242937853107345,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.148022598870057,NNHEAD
3,172,16,0,0,0,0,0.255813953488372,FALSE,3,0,FALSE,0,0,0,0,0,FALSE,0.0290697674418605,QUOTED
4,270,20,0,0,0,1,0.303703703703704,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0444444444444444,PTEXT
1,6,21,0,0,0,1,0.166666666666667,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0,PTEXT
13,709,13,0,0,0,1,0.227080394922426,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.133991537376587,NNHEAD
6,347,19,0,0,0,0.166666666666667,0.29971181556196,TRUE,5,0.166666666666667,TRUE,0,0,0,0.166666666666667,0,FALSE,0.069164265129683,QUOTED
5,307,24,0,0,0,1,0.218241042345277,FALSE,0,1,FALSE,0,0,0,0.2,0,FALSE,0.0293159609120521,PTEXT
5,294,29,0,0,0,0,0.319727891156463,FALSE,5,0,FALSE,0,0,0,0,0,FALSE,0.0612244897959184,QUOTED
3,192,32,0,0,0,1,0.223958333333333,FALSE,0,1,FALSE,0,0,0,0.666666666666667,0,FALSE,0.0520833333333333,PTEXT
5,250,37,0,0,0,0,0.28,FALSE,5,0,FALSE,0,0,0,0,0,FALSE,0.06,QUOTED
5,290,42,0,0,0,1,0.26551724137931,FALSE,0,1,FALSE,0,0,0,0.6,0,FALSE,0.0551724137931034,PTEXT
7,345,49,0,0,0,0,0.289855072463768,FALSE,7,0,FALSE,0,0,0,0,0,FALSE,0.0869565217391304,QUOTED
1,62,50,0,0,0,1,0.241935483870968,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.032258064516129,PTEXT
4,150,54,27,0,0,0,0.826666666666667,FALSE,0,0,TRUE,0.25,0.18,1,0,1,FALSE,0.573333333333333,SIG
13,747,13,0,0,0,1,0.244979919678715,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.143239625167336,NNHEAD
7,476,20,0,0,0,0.142857142857143,0.262605042016807,TRUE,6,0.142857142857143,TRUE,0,0,0,0.142857142857143,0,FALSE,0.0525210084033613,QUOTED
4,273,24,0,0,0,0,0.271062271062271,FALSE,4,0,FALSE,0,0,0,0,0,FALSE,0.043956043956044,QUOTED
6,367,30,0,0,0.166666666666667,0.833333333333333,0.269754768392371,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0326975476839237,PTEXT
8,578,38,0,0,0,1,0.249134948096886,FALSE,0,1,FALSE,0,0,0,0.125,0,FALSE,0.0328719723183391,PTEXT
3,194,41,0,0,0,0,0.278350515463918,FALSE,3,0,FALSE,0,0,0,0,0,FALSE,0.0360824742268041,QUOTED
2,15,43,0,0,0,0,0.533333333333333,FALSE,2,0,FALSE,0,0,0,0,1,FALSE,0.333333333333333,QUOTED
6,388,49,0,0,0,1,0.242268041237113,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0257731958762887,PTEXT
7,455,56,0,0,0,1,0.268131868131868,FALSE,0,1,FALSE,0,0,0,0.285714285714286,0,FALSE,0.032967032967033,PTEXT
2,77,58,0,0,0,1,0.246753246753247,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0909090909090909,PTEXT
1,3,1,0,0,0,0,1,FALSE,0,0,FALSE,1,0,0,0,1,FALSE,0.666666666666667,SIG
4,193,5,1,0,0,0,0.160621761658031,FALSE,0,0.25,TRUE,0,0.00518134715025907,1,0,0,FALSE,0.440414507772021,SIG
13,745,13,0,0,0,1,0.240268456375839,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.136912751677852,NNHEAD
4,259,17,0,0,0,0.25,0.27027027027027,TRUE,3,0.25,TRUE,0,0,0,0.25,0,FALSE,0.0694980694980695,QUOTED
5,321,22,0,0,0,1,0.261682242990654,FALSE,0,1,FALSE,0,0,0,0.2,0,FALSE,0.0280373831775701,PTEXT
5,289,27,0,0,0,1,0.238754325259516,FALSE,0,1,FALSE,0,0,0,0.4,0,FALSE,0.013840830449827,PTEXT
5,200,32,1,2,0.2,0.2,0.25,FALSE,0,0.6,TRUE,0.2,0.005,2,0.4,1,FALSE,0.1,SIG
13,794,13,0,0,0,1,0.241813602015113,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.142317380352645,NNHEAD
4,200,17,0,0,0,0.25,0.335,TRUE,3,0.25,TRUE,0,0,0,0.25,0,FALSE,0.165,QUOTED
1,18,18,0,0,0,1,0.444444444444444,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.166666666666667,PTEXT
2,134,20,0,0,0,0,0.305970149253731,FALSE,2,0,FALSE,0,0,0,0,0,FALSE,0.0522388059701493,QUOTED
1,47,21,0,0,0,1,0.234042553191489,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0425531914893617,PTEXT
1,66,22,0,0,0,0,0.257575757575758,FALSE,1,0,FALSE,0,0,0,0,0,FALSE,0.0454545454545455,QUOTED
2,100,24,0,0,0,1,0.25,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.05,PTEXT
1,72,25,0,0,0,0,0.25,FALSE,1,0,FALSE,0,0,0,0,0,FALSE,0.0555555555555556,QUOTED
8,525,33,0,0,0,1,0.281904761904762,FALSE,0,1,FALSE,0,0,0,0.125,0,FALSE,0.0666666666666667,PTEXT
4,265,37,0,0,0,1,0.207547169811321,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0188679245283019,PTEXT
5,200,42,1,2,0.2,0.2,0.25,FALSE,0,0.6,TRUE,0.2,0.005,2,0.4,1,FALSE,0.1,SIG
14,732,14,0,0,0,1,0.241803278688525,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.135245901639344,NNHEAD
6,392,20,0,0,0,0.166666666666667,0.316326530612245,TRUE,5,0.166666666666667,TRUE,0,0,0,0.166666666666667,0,FALSE,0.0433673469387755,QUOTED
8,561,28,0,0,0,1,0.260249554367201,FALSE,0,1,FALSE,0,0,0,0.125,0,FALSE,0.0499108734402852,PTEXT
3,206,31,0,0,0,1,0.237864077669903,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0242718446601942,PTEXT
2,114,33,0,0,0,1,0.210526315789474,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0175438596491228,PTEXT
3,206,36,0,0,0,1,0.252427184466019,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0194174757281553,PTEXT
7,245,43,0,0,0,0.714285714285714,0.473469387755102,FALSE,0,0.714285714285714,TRUE,0.142857142857143,0,0,0.714285714285714,1,FALSE,0.326530612244898,SIG
2,115,45,0,0,0,0.5,0.634782608695652,FALSE,0,0.5,FALSE,0,0,0,0.5,0,FALSE,0.573913043478261,PTEXT
15,806,15,0,0,0,1,0.239454094292804,FALSE,0,1,TRUE,0,0,0,1,0,TRUE,0.140198511166253,NNHEAD
5,304,20,0,0,0,0.4,0.299342105263158,TRUE,3,0.4,TRUE,0,0,0,0.4,0,FALSE,0.0855263157894737,QUOTED
5,318,25,0,0,0,1,0.30188679245283,FALSE,0,1,FALSE,0,0,0,0.8,0,FALSE,0.0408805031446541,PTEXT
3,174,28,0,0,0,1,0.275862068965517,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.028735632183908,PTEXT
6,388,34,0,0,0,0,0.306701030927835,FALSE,6,0,FALSE,0,0,0,0,0,FALSE,0.0541237113402062,QUOTED
2,122,36,0,0,0,1,0.319672131147541,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0327868852459016,PTEXT
8,601,44,0,0,0,0,0.291181364392679,FALSE,8,0,FALSE,0,0,0,0,0,FALSE,0.0532445923460899,QUOTED
1,77,45,0,0,0,1,0.25974025974026,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.051948051948052,PTEXT
5,382,50,0,0,0,0,0.280104712041885,FALSE,5,0,FALSE,0,0,0,0,0,FALSE,0.0340314136125654,QUOTED
6,383,56,0,0,0,1,0.295039164490862,FALSE,0,1,FALSE,0,0,0,0.166666666666667,0,FALSE,0.0443864229765013,PTEXT
3,86,59,0,0,0,0,0.348837209302326,FALSE,3,0,TRUE,0,0,0,0,0,FALSE,0.127906976744186,QUOTED
2,89,61,0,0,0,1,0.280898876404494,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0449438202247191,PTEXT
1,3,62,0,0,0,1,0,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0,PTEXT
13,802,13,0,0,0,1,0.224438902743142,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.144638403990025,NNHEAD
1,68,14,0,0,0,1,0.323529411764706,TRUE,0,1,TRUE,0,0,0,1,0,FALSE,0.161764705882353,QUOTED
4,185,18,0,0,0,0,0.318918918918919,FALSE,4,0,FALSE,0,0,0,0,0,FALSE,0.0432432432432432,QUOTED
3,169,21,0,0,0,1,0.272189349112426,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0532544378698225,PTEXT
8,453,29,170,0,0,0.125,0.492273730684327,FALSE,0,1,FALSE,0,0.375275938189845,1,0.875,0,FALSE,0.011037527593819,PTEXT
4,245,33,74,0,0,0.25,0.510204081632653,FALSE,0,1,FALSE,0,0.302040816326531,1,0.5,0,FALSE,0.0244897959183673,PTEXT
3,215,36,51,0,0,0.333333333333333,0.423255813953488,FALSE,0,0.666666666666667,FALSE,0,0.237209302325581,2,0.666666666666667,0,FALSE,0.013953488372093,PTEXT
3,167,39,51,0,0,0.333333333333333,0.473053892215569,FALSE,0,1,FALSE,0,0.305389221556886,1,0.666666666666667,0,FALSE,0.0119760479041916,PTEXT
2,107,41,24,0,0,0.5,0.439252336448598,FALSE,0,1,FALSE,0,0.224299065420561,1,0.5,0,FALSE,0.0186915887850467,PTEXT
3,109,44,24,0,0,0.333333333333333,0.513761467889908,FALSE,0,0.666666666666667,FALSE,0.333333333333333,0.220183486238532,1,0.333333333333333,1,FALSE,0.110091743119266,PTEXT
2,107,46,24,0,0,0.5,0.429906542056075,FALSE,0,1,FALSE,0,0.224299065420561,1,0.5,0,FALSE,0.0186915887850467,PTEXT
13,568,13,0,0,0,1,0.23943661971831,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.137323943661972,NNHEAD
2,114,15,0,0,0,1,0.271929824561404,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0614035087719298,PTEXT
2,78,17,0,0,0,1,0.307692307692308,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0897435897435897,PTEXT
3,209,20,0,0,0,1,0.248803827751196,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0334928229665072,PTEXT
8,521,28,0,0,0.125,0.875,0.285988483685221,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0460652591170825,PTEXT
6,319,34,0,0,0,0.166666666666667,0.294670846394984,FALSE,5,0.166666666666667,FALSE,0,0,0,0,0,FALSE,0.0626959247648903,QUOTED
2,28,36,0,0,0,1,0.142857142857143,FALSE,0,1,TRUE,0,0,0,0.5,0,FALSE,0.107142857142857,PTEXT
13,569,13,0,0,0,1,0.239015817223199,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.135325131810193,NNHEAD
6,339,19,0,0,0,0.166666666666667,0.292035398230089,TRUE,5,0.166666666666667,TRUE,0,0,0,0.166666666666667,0,FALSE,0.0619469026548673,QUOTED
12,651,31,0,12,0,0,0.276497695852535,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0491551459293395,PTEXT
4,293,35,0,0,0,0,0.31740614334471,FALSE,4,0,FALSE,0,0,0,0,0,FALSE,0.0580204778156997,QUOTED
4,229,39,0,4,0,0,0.301310043668122,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0480349344978166,PTEXT
4,249,43,0,0,0,0,0.27710843373494,FALSE,4,0,FALSE,0,0,0,0,0,FALSE,0.0562248995983936,QUOTED
5,302,48,0,5,0,0,0.248344370860927,FALSE,0,1,FALSE,0,0,0,0.4,0,FALSE,0.0298013245033113,PTEXT
4,272,52,0,0,0,0,0.275735294117647,FALSE,4,0,FALSE,0,0,0,0,0,FALSE,0.0772058823529412,QUOTED
4,214,56,0,4,0,0,0.308411214953271,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0514018691588785,PTEXT
9,572,9,59,0,0,0,0.63986013986014,FALSE,0,0.555555555555556,TRUE,0.222222222222222,0.103146853146853,3,0.444444444444444,1,FALSE,0.323426573426573,SIG
13,921,13,0,0,0,1,0.238870792616721,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.145494028230185,NNHEAD
10,530,23,0,0,0,0.1,0.277358490566038,TRUE,9,0.1,TRUE,0,0,0,0.1,0,FALSE,0.0886792452830189,QUOTED
6,364,29,0,0,0,1,0.239010989010989,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0357142857142857,PTEXT
2,133,31,0,0,0,0.5,0.308270676691729,FALSE,0,0.5,FALSE,0,0,0,0,0,FALSE,0.0827067669172932,PTEXT
4,255,35,0,0,0,0,0.266666666666667,FALSE,4,0,FALSE,0,0,0,0,0,FALSE,0.0431372549019608,QUOTED
5,310,40,0,0,0,1,0.241935483870968,FALSE,0,1,FALSE,0,0,0,0.6,0,FALSE,0.0612903225806452,PTEXT
7,470,47,0,0,0,1,0.276595744680851,FALSE,0,1,FALSE,0,0,0,0.142857142857143,0,FALSE,0.0574468085106383,PTEXT
1,8,48,0,0,0,0,0.125,FALSE,0,0,FALSE,1,0,0,0,0,FALSE,0.125,PTEXT
7,425,55,0,0,0,0.571428571428571,0.609411764705882,FALSE,0,0.571428571428571,TRUE,0.142857142857143,0,0,0.571428571428571,1,FALSE,0.418823529411765,SIG
13,711,13,0,0,0,1,0.241912798874824,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.142053445850914,NNHEAD
7,276,20,0,0,0,0.142857142857143,0.297101449275362,TRUE,6,0.142857142857143,TRUE,0,0,0,0.142857142857143,0,FALSE,0.119565217391304,QUOTED
14,969,34,0,1,0,0.928571428571429,0.273477812177503,FALSE,0,1,FALSE,0,0,0,0.142857142857143,0,FALSE,0.04437564499484,PTEXT
6,333,40,0,0,0,0,0.276276276276276,FALSE,6,0,FALSE,0,0,0,0,0,FALSE,0.0540540540540541,QUOTED
11,696,51,0,1,0,0.818181818181818,0.255747126436782,FALSE,0,1,FALSE,0,0,0,0.181818181818182,0,FALSE,0.0301724137931034,PTEXT
1,9,52,0,1,0,0,0.222222222222222,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.111111111111111,PTEXT
4,134,56,0,0,0,0.75,0.17910447761194,FALSE,0,0.75,TRUE,0.25,0,0,0.75,1,FALSE,0.0522388059701493,SIG
4,191,60,16,0,0,0.75,0.324607329842932,FALSE,0,0.75,FALSE,0.25,0.0837696335078534,1,0.25,0,FALSE,0.0366492146596859,PTEXT
16,798,16,0,0,0,1,0.228070175438596,FALSE,0,1,TRUE,0,0,0,0.75,0,FALSE,0.147869674185464,NNHEAD
3,189,19,3,0,0,0.666666666666667,0.259259259259259,FALSE,0,1,FALSE,0,0.0158730158730159,0,0.333333333333333,0,FALSE,0.0158730158730159,PTEXT
1,27,1,0,0,0,1,0.222222222222222,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0,HEADL
1,46,2,0,0,1,0,0.217391304347826,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0217391304347826,ITEM
4,214,6,0,0,0,1,0.200934579439252,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0373831775700935,PTEXT
4,263,10,0,0,0,1,0.285171102661597,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0418250950570342,PTEXT
2,113,12,0,0,0,1,0.274336283185841,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0176991150442478,PTEXT
1,33,13,0,0,1,0,0.272727272727273,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0606060606060606,ITEM
7,460,20,0,0,0,1,0.265217391304348,FALSE,0,1,FALSE,0,0,0,0.285714285714286,0,FALSE,0.0326086956521739,PTEXT
3,157,23,0,0,0,0.666666666666667,0.261146496815287,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0573248407643312,PTEXT
1,39,24,0,0,0,1,0.307692307692308,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0.0769230769230769,HEADL
2,108,26,0,0,0,1,0.259259259259259,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0277777777777778,PTEXT
2,86,28,0,0,0.5,0.5,0.290697674418605,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0348837209302326,PTEXT
3,186,31,0,0,0.333333333333333,0.666666666666667,0.236559139784946,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0161290322580645,PTEXT
7,500,38,0,0,0.285714285714286,0.714285714285714,0.238,FALSE,0,1,FALSE,0,0,0,0.142857142857143,0,FALSE,0.034,PTEXT
2,145,40,0,0,0.5,0.5,0.310344827586207,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0758620689655172,PTEXT
1,32,41,0,0,0,1,0.21875,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0,HEADL
8,510,49,0,0,0.125,0.875,0.243137254901961,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0313725490196078,PTEXT
1,19,50,0,0,0,1,0.105263157894737,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0,HEADL
4,245,54,0,0,0.25,0.75,0.23265306122449,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0285714285714286,PTEXT
5,300,59,0,0,0.2,0.8,0.263333333333333,FALSE,0,1,FALSE,0,0,0,0.2,0,FALSE,0.03,PTEXT
2,129,61,0,0,0.5,0.5,0.310077519379845,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0465116279069767,PTEXT
5,322,66,0,0,0.2,0.8,0.27639751552795,FALSE,0,1,FALSE,0,0,0,0,0,FALSE,0.0279503105590062,PTEXT
6,412,72,0,0,0.166666666666667,0.833333333333333,0.266990291262136,FALSE,0,1,FALSE,0,0,0,0.166666666666667,0,FALSE,0.0364077669902913,PTEXT
1,3,73,0,0,0,1,0,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0,SIG
12,716,12,0,0,0,1,0.220670391061453,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.139664804469274,NNHEAD
2,114,14,3,0,0,0.5,0.271929824561404,FALSE,0,1,FALSE,0,0.0263157894736842,0,0.5,0,FALSE,0.043859649122807,PTEXT
4,254,18,3,0,0,0.75,0.263779527559055,FALSE,0,1,FALSE,0,0.0118110236220472,0,0.5,0,FALSE,0.0354330708661417,PTEXT
6,427,24,3,0,0,0.833333333333333,0.269320843091335,FALSE,0,1,FALSE,0,0.00702576112412178,0,0.166666666666667,0,FALSE,0.0304449648711944,PTEXT
